User-ID,Age,gender
23850,21.0,M
23851,17.0,F
23852,17.0,M
23853,24.0,M
23854,24.0,F
23855,21.0,F
23856,25.0,F
23857,21.0,M
23858,33.0,M
23859,25.0,M
23860,23.0,M
23861,17.0,M
23862,18.0,F
23863,17.0,M
23864,74.0,F
23865,25.0,F
23866,23.0,M
23867,82.0,M
23868,25.0,F
23869,20.0,F
23870,21.0,F
23871,19.0,F
23872,22.0,F
23873,23.0,M
23874,21.0,M
23875,20.0,M
23876,18.0,F
23877,24.0,M
23878,19.0,M
23879,19.0,M
23880,23.0,F
23881,17.0,F
23882,25.0,M
23883,21.0,F
23884,19.0,F
23885,39.0,F
23886,23.0,M
23887,32.0,F
23888,18.0,F
23889,26.0,M
23890,40.0,M
23891,20.0,M
23892,20.0,M
23893,24.0,M
23894,20.0,M
23895,42.0,F
23896,75.0,F
23897,22.0,F
23898,75.0,F
23899,25.0,M
23900,39.0,M
23901,23.0,M
23902,23.0,M
23903,32.0,M
23904,24.0,M
23905,25.0,F
23906,25.0,M
23907,27.0,M
23908,18.0,F
23909,24.0,M
23910,49.0,M
23911,20.0,F
23912,20.0,M
23913,17.0,F
23914,26.0,M
23915,18.0,F
23916,31.0,F
23917,19.0,F
23918,19.0,F
23919,17.0,M
23920,19.0,M
23921,23.0,F
23922,26.0,M
23923,21.0,M
23924,24.0,M
23925,24.0,M
23926,36.0,F
23927,20.0,F
23928,19.0,F
23929,73.0,M
23930,23.0,F
23931,41.0,M
23932,24.0,F
23933,43.0,M
23934,24.0,M
23935,22.0,F
23936,24.0,F
23937,19.0,F
23938,24.0,F
23939,33.0,M
23940,24.0,M
23941,20.0,F
23942,23.0,F
23943,27.0,F
23944,48.0,M
23945,19.0,F
23946,71.0,M
23947,42.0,M
23948,83.0,F
23949,38.0,F
23950,18.0,F
23951,26.0,M
23952,17.0,F
23953,25.0,F
23954,19.0,F
23955,20.0,M
23956,18.0,F
23957,18.0,F
23958,47.0,F
23959,17.0,M
23960,33.0,F
23961,38.0,M
23962,19.0,M
23963,20.0,M
23964,17.0,M
23965,71.0,M
23966,19.0,F
23967,25.0,M
23968,19.0,M
23969,23.0,F
23970,41.0,F
23971,46.0,F
23972,46.0,M
23973,17.0,M
23974,37.0,F
23975,18.0,F
23976,22.0,F
23977,19.0,M
23978,46.0,F
23979,71.0,M
23980,48.0,F
23981,21.0,M
23982,24.0,F
23983,18.0,M
23984,25.0,F
23985,39.0,M
23986,17.0,M
23987,21.0,F
23988,25.0,M
23989,22.0,F
23990,22.0,M
23991,32.0,M
23992,22.0,M
23993,25.0,M
23994,42.0,M
23995,48.0,F
23996,18.0,F
23997,35.0,F
23998,23.0,M
23999,20.0,M
24000,23.0,F
24001,20.0,F
24002,27.0,F
24003,23.0,F
24004,23.0,M
24005,18.0,F
24006,21.0,M
24007,27.0,F
24008,25.0,F
24009,24.0,F
24010,31.0,M
24011,21.0,F
24012,23.0,F
24013,32.0,F
24014,19.0,M
24015,19.0,M
24016,26.0,M
24017,22.0,F
24018,25.0,F
24019,37.0,M
24020,26.0,F
24021,47.0,F
24022,33.0,M
24023,46.0,M
24024,18.0,M
24025,20.0,M
24026,19.0,F
24027,19.0,M
24028,22.0,M
24029,18.0,M
24030,25.0,M
24031,20.0,F
24032,19.0,M
24033,17.0,M
24034,21.0,F
24035,79.0,F
24036,23.0,F
24037,48.0,F
24038,24.0,F
24039,23.0,M
24040,45.0,F
24041,17.0,M
24042,21.0,F
24043,42.0,F
24044,26.0,M
24045,25.0,F
24046,25.0,F
24047,40.0,F
24048,24.0,F
24049,21.0,M
24050,24.0,F
24051,21.0,F
24052,17.0,F
24053,22.0,M
24054,26.0,M
24055,24.0,M
24056,17.0,F
24057,25.0,M
24058,42.0,F
24059,22.0,M
24060,22.0,F
24061,19.0,F
24062,21.0,M
24063,24.0,F
24064,48.0,M
24065,25.0,F
24066,31.0,M
24067,24.0,F
24068,40.0,F
24069,20.0,M
24070,20.0,M
24071,17.0,M
24072,24.0,F
24073,18.0,F
24074,36.0,M
24075,50.0,F
24076,24.0,M
24077,35.0,M
24078,18.0,M
24079,23.0,F
24080,17.0,M
24081,24.0,F
24082,28.0,F
24083,19.0,M
24084,22.0,F
24085,18.0,F
24086,17.0,F
24087,19.0,M
24088,24.0,F
24089,24.0,M
24090,25.0,M
24091,22.0,M
24092,23.0,M
24093,18.0,F
24094,19.0,F
24095,20.0,M
24096,23.0,F
24097,21.0,F
24098,17.0,M
24099,19.0,M
24100,31.0,M
24101,18.0,M
24102,24.0,F
24103,20.0,M
24104,19.0,F
24105,34.0,F
24106,24.0,M
24107,20.0,F
24108,38.0,M
24109,33.0,F
24110,17.0,M
24111,29.0,M
24112,40.0,F
24113,27.0,F
24114,19.0,M
24115,22.0,M
24116,21.0,F
24117,22.0,M
24118,19.0,F
24119,24.0,M
24120,24.0,F
24121,17.0,M
24122,30.0,M
24123,17.0,F
24124,43.0,F
24125,19.0,M
24126,21.0,M
24127,32.0,M
24128,25.0,F
24129,35.0,F
24130,24.0,F
24131,27.0,F
24132,24.0,F
24133,23.0,M
24134,35.0,F
24135,35.0,M
24136,19.0,F
24137,21.0,M
24138,47.0,F
24139,32.0,F
24140,19.0,M
24141,44.0,M
24142,22.0,F
24143,26.0,M
24144,22.0,F
24145,35.0,M
24146,21.0,F
24147,31.0,M
24148,30.0,M
24149,24.0,M
24150,21.0,M
24151,23.0,M
24152,24.0,M
24153,26.0,F
24154,23.0,F
24155,24.0,M
24156,28.0,F
24157,24.0,M
24158,22.0,M
24159,22.0,M
24160,27.0,M
24161,27.0,F
24162,21.0,M
24163,21.0,M
24164,20.0,F
24165,30.0,M
24166,20.0,M
24167,18.0,M
24168,17.0,F
24169,22.0,M
24170,70.0,F
24171,19.0,F
24172,45.0,F
24173,18.0,M
24174,24.0,F
24175,21.0,F
24176,24.0,M
24177,18.0,M
24178,36.0,F
24179,48.0,F
24180,24.0,F
24181,19.0,F
24182,24.0,M
24183,22.0,M
24184,44.0,F
24185,21.0,M
24186,36.0,F
24187,22.0,M
24188,22.0,F
24189,45.0,M
24190,17.0,F
24191,24.0,M
24192,28.0,F
24193,33.0,M
24194,20.0,F
24195,104.0,F
24196,50.0,M
24197,24.0,M
24198,29.0,M
24199,44.0,F
24200,44.0,F
24201,20.0,M
24202,24.0,M
24203,49.0,F
24204,19.0,F
24205,39.0,M
24206,47.0,F
24207,24.0,F
24208,25.0,M
24209,19.0,M
24210,22.0,M
24211,24.0,F
24212,19.0,F
24213,43.0,F
24214,22.0,M
24215,27.0,F
24216,24.0,M
24217,24.0,F
24218,17.0,M
24219,21.0,M
24220,19.0,F
24221,49.0,M
24222,48.0,F
24223,21.0,M
24224,17.0,F
24225,17.0,F
24226,30.0,M
24227,37.0,M
24228,24.0,F
24229,26.0,F
24230,24.0,F
24231,17.0,M
24232,20.0,F
24233,23.0,M
24234,25.0,M
24235,23.0,F
24236,22.0,F
24237,24.0,M
24238,21.0,F
24239,20.0,F
24240,34.0,M
24241,34.0,M
24242,45.0,F
24243,25.0,M
24244,18.0,M
24245,24.0,F
24246,18.0,M
24247,70.0,F
24248,48.0,F
24249,17.0,F
24250,21.0,M
24251,20.0,F
24252,26.0,F
24253,20.0,M
24254,23.0,F
24255,33.0,M
24256,19.0,M
24257,21.0,F
24258,17.0,F
24259,24.0,M
24260,22.0,F
24261,24.0,F
24262,19.0,F
24263,41.0,F
24264,23.0,F
24265,24.0,F
24266,21.0,F
24267,21.0,F
24268,25.0,M
24269,21.0,F
24270,20.0,M
24271,23.0,M
24272,20.0,M
24273,17.0,M
24274,18.0,F
24275,20.0,F
24276,20.0,F
24277,30.0,M
24278,28.0,F
24279,30.0,M
24280,24.0,F
24281,34.0,M
24282,24.0,M
24283,27.0,M
24284,24.0,F
24285,36.0,F
24286,74.0,M
24287,23.0,M
24288,23.0,M
24289,24.0,M
24290,20.0,M
24291,24.0,F
24292,27.0,F
24293,22.0,M
24294,23.0,M
24295,18.0,M
24296,26.0,F
24297,23.0,F
24298,23.0,M
24299,27.0,F
24300,19.0,F
24301,22.0,M
24302,39.0,M
24303,20.0,M
24304,46.0,M
24305,20.0,F
24306,20.0,M
24307,21.0,F
24308,46.0,M
24309,19.0,F
24310,21.0,M
24311,23.0,F
24312,41.0,M
24313,19.0,F
24314,24.0,M
24315,26.0,M
24316,24.0,M
24317,22.0,F
24318,25.0,F
24319,20.0,F
24320,25.0,M
24321,23.0,F
24322,22.0,F
24323,26.0,M
24324,31.0,M
24325,26.0,F
24326,41.0,F
24327,25.0,F
24328,21.0,M
24329,22.0,F
24330,32.0,F
24331,23.0,F
24332,27.0,M
24333,24.0,F
24334,24.0,M
24335,22.0,F
24336,46.0,M
24337,22.0,M
24338,24.0,F
24339,23.0,M
24340,22.0,M
24341,24.0,F
24342,43.0,F
24343,21.0,F
24344,25.0,F
24345,20.0,M
24346,50.0,F
24347,17.0,M
24348,19.0,F
24349,26.0,F
24350,17.0,F
24351,22.0,M
24352,31.0,F
24353,48.0,F
24354,25.0,M
24355,19.0,M
24356,21.0,F
24357,24.0,F
24358,21.0,F
24359,33.0,M
24360,27.0,M
24361,19.0,F
24362,23.0,M
24363,25.0,F
24364,24.0,M
24365,47.0,F
24366,28.0,F
24367,24.0,F
24368,21.0,M
24369,19.0,M
24370,24.0,F
24371,24.0,F
24372,23.0,F
24373,20.0,F
24374,36.0,M
24375,18.0,F
24376,19.0,F
24377,22.0,M
24378,20.0,M
24379,25.0,F
24380,28.0,M
24381,24.0,F
24382,24.0,F
24383,23.0,M
24384,21.0,M
24385,19.0,F
24386,19.0,M
24387,21.0,M
24388,24.0,F
24389,21.0,F
24390,21.0,F
24391,24.0,F
24392,21.0,M
24393,38.0,M
24394,24.0,M
24395,21.0,F
24396,26.0,F
24397,33.0,F
24398,30.0,F
24399,26.0,F
24400,27.0,F
24401,38.0,M
24402,24.0,M
24403,20.0,F
24404,40.0,F
24405,18.0,M
24406,24.0,F
24407,23.0,F
24408,21.0,M
24409,40.0,M
24410,30.0,F
24411,133.0,F
24412,23.0,F
24413,36.0,M
24414,25.0,M
24415,25.0,F
24416,24.0,F
24417,17.0,M
24418,18.0,M
24419,19.0,F
24420,19.0,M
24421,26.0,M
24422,26.0,M
24423,19.0,F
24424,33.0,M
24425,17.0,F
24426,29.0,F
24427,22.0,M
24428,20.0,F
24429,18.0,F
24430,19.0,M
24431,21.0,F
24432,17.0,M
24433,37.0,M
24434,39.0,F
24435,104.0,M
24436,21.0,M
24437,21.0,F
24438,20.0,F
24439,30.0,M
24440,35.0,F
24441,35.0,M
24442,22.0,F
24443,21.0,M
24444,18.0,M
24445,20.0,M
24446,21.0,M
24447,23.0,F
24448,44.0,M
24449,21.0,M
24450,18.0,F
24451,46.0,M
24452,42.0,F
24453,26.0,F
24454,24.0,M
24455,17.0,M
24456,23.0,F
24457,49.0,M
24458,37.0,M
24459,47.0,F
24460,21.0,M
24461,25.0,M
24462,17.0,F
24463,24.0,F
24464,45.0,F
24465,30.0,M
24466,32.0,M
24467,22.0,F
24468,24.0,M
24469,19.0,M
24470,32.0,F
24471,32.0,F
24472,19.0,F
24473,31.0,F
24474,18.0,M
24475,24.0,F
24476,39.0,F
24477,21.0,M
24478,104.0,M
24479,33.0,F
24480,21.0,F
24481,17.0,F
24482,19.0,F
24483,34.0,F
24484,24.0,F
24485,44.0,M
24486,41.0,M
24487,25.0,F
24488,19.0,M
24489,18.0,F
24490,20.0,F
24491,31.0,M
24492,24.0,F
24493,20.0,F
24494,18.0,M
24495,19.0,F
24496,23.0,M
24497,19.0,F
24498,23.0,F
24499,37.0,M
24500,24.0,M
24501,38.0,M
24502,19.0,F
24503,47.0,M
24504,44.0,M
24505,19.0,F
24506,23.0,F
24507,17.0,M
24508,19.0,F
24509,23.0,F
24510,29.0,F
24511,50.0,F
24512,22.0,F
24513,17.0,M
24514,17.0,M
24515,28.0,M
24516,35.0,F
24517,21.0,F
24518,20.0,F
24519,23.0,F
24520,32.0,F
24521,22.0,F
24522,45.0,M
24523,40.0,M
24524,20.0,M
24525,28.0,F
24526,23.0,M
24527,29.0,M
24528,21.0,F
24529,18.0,F
24530,20.0,F
24531,43.0,F
24532,29.0,F
24533,25.0,M
24534,46.0,F
24535,43.0,M
24536,19.0,F
24537,25.0,F
24538,24.0,F
24539,19.0,F
24540,17.0,M
24541,36.0,F
24542,24.0,M
24543,23.0,F
24544,40.0,F
24545,31.0,M
24546,22.0,M
24547,24.0,M
24548,22.0,M
24549,19.0,M
24550,26.0,F
24551,25.0,M
24552,22.0,F
24553,22.0,F
24554,32.0,F
24555,18.0,F
24556,40.0,M
24557,17.0,F
24558,44.0,F
24559,21.0,M
24560,23.0,F
24561,38.0,F
24562,21.0,M
24563,24.0,M
24564,24.0,F
24565,23.0,F
24566,18.0,F
24567,22.0,F
24568,17.0,F
24569,23.0,F
24570,36.0,M
24571,41.0,M
24572,20.0,F
24573,24.0,F
24574,18.0,F
24575,26.0,F
24576,31.0,M
24577,43.0,F
24578,38.0,F
24579,24.0,M
24580,37.0,F
24581,24.0,M
24582,20.0,F
24583,19.0,F
24584,32.0,M
24585,21.0,F
24586,20.0,F
24587,25.0,F
24588,21.0,M
24589,25.0,F
24590,21.0,M
24591,38.0,M
24592,18.0,F
24593,23.0,M
24594,19.0,F
24595,23.0,M
24596,20.0,M
24597,20.0,M
24598,33.0,M
24599,24.0,F
24600,34.0,M
24601,34.0,F
24602,43.0,M
24603,24.0,M
24604,25.0,F
24605,50.0,M
24606,38.0,M
24607,22.0,M
24608,18.0,M
24609,21.0,M
24610,38.0,F
24611,42.0,F
24612,18.0,M
24613,17.0,F
24614,24.0,M
24615,40.0,M
24616,19.0,M
24617,18.0,M
24618,25.0,M
24619,25.0,F
24620,18.0,F
24621,19.0,M
24622,22.0,M
24623,19.0,F
24624,38.0,M
24625,29.0,F
24626,24.0,F
24627,36.0,M
24628,24.0,M
24629,28.0,F
24630,26.0,F
24631,23.0,M
24632,22.0,F
24633,19.0,F
24634,35.0,F
24635,18.0,M
24636,25.0,F
24637,19.0,F
24638,17.0,F
24639,19.0,M
24640,23.0,M
24641,18.0,M
24642,35.0,M
24643,41.0,M
24644,43.0,M
24645,19.0,F
24646,26.0,M
24647,19.0,M
24648,25.0,M
24649,40.0,M
24650,35.0,M
24651,19.0,M
24652,25.0,F
24653,19.0,F
24654,28.0,F
24655,19.0,M
24656,39.0,M
24657,48.0,M
24658,18.0,M
24659,49.0,F
24660,20.0,M
24661,17.0,F
24662,49.0,F
24663,48.0,M
24664,17.0,M
24665,28.0,F
24666,25.0,M
24667,25.0,M
24668,17.0,M
24669,18.0,F
24670,24.0,F
24671,21.0,F
24672,18.0,M
24673,20.0,F
24674,47.0,M
24675,17.0,M
24676,38.0,M
24677,28.0,M
24678,39.0,M
24679,48.0,F
24680,30.0,F
24681,24.0,F
24682,22.0,M
24683,31.0,M
24684,23.0,M
24685,25.0,F
24686,17.0,F
24687,18.0,M
24688,24.0,M
24689,24.0,M
24690,22.0,M
24691,18.0,F
24692,27.0,F
24693,38.0,F
24694,23.0,M
24695,21.0,F
24696,26.0,F
24697,48.0,M
24698,21.0,M
24699,34.0,M
24700,25.0,F
24701,24.0,M
24702,33.0,F
24703,19.0,M
24704,24.0,M
24705,43.0,M
24706,19.0,M
24707,26.0,M
24708,50.0,F
24709,24.0,M
24710,25.0,M
24711,50.0,F
24712,17.0,F
24713,18.0,F
24714,22.0,F
24715,20.0,M
24716,29.0,F
24717,23.0,F
24718,23.0,F
24719,23.0,M
24720,19.0,F
24721,19.0,M
24722,24.0,M
24723,39.0,F
24724,24.0,F
24725,25.0,M
24726,27.0,M
24727,17.0,F
24728,24.0,M
24729,19.0,F
24730,17.0,M
24731,34.0,M
24732,22.0,M
24733,32.0,M
24734,24.0,M
24735,18.0,F
24736,39.0,F
24737,17.0,M
24738,25.0,F
24739,23.0,F
24740,70.0,F
24741,22.0,M
24742,21.0,F
24743,28.0,F
24744,26.0,F
24745,21.0,F
24746,19.0,F
24747,29.0,F
24748,35.0,M
24749,27.0,F
24750,22.0,M
24751,24.0,F
24752,30.0,M
24753,29.0,F
24754,24.0,M
24755,29.0,F
24756,24.0,M
24757,24.0,M
24758,25.0,F
24759,18.0,M
24760,41.0,F
24761,22.0,F
24762,17.0,M
24763,28.0,F
24764,25.0,M
24765,22.0,F
24766,18.0,F
24767,28.0,F
24768,25.0,F
24769,24.0,F
24770,24.0,M
24771,42.0,M
24772,36.0,M
24773,17.0,M
24774,18.0,F
24775,25.0,F
24776,24.0,M
24777,24.0,F
24778,18.0,F
24779,19.0,M
24780,22.0,F
24781,24.0,M
24782,49.0,M
24783,18.0,F
24784,17.0,F
24785,21.0,F
24786,24.0,F
24787,19.0,M
24788,24.0,M
24789,25.0,F
24790,34.0,F
24791,17.0,F
24792,42.0,M
24793,48.0,M
24794,20.0,F
24795,43.0,M
24796,19.0,M
24797,26.0,F
24798,21.0,M
24799,18.0,F
24800,27.0,F
24801,24.0,F
24802,31.0,M
24803,21.0,M
24804,23.0,F
24805,50.0,F
24806,21.0,F
24807,24.0,F
24808,21.0,F
24809,24.0,F
24810,19.0,F
24811,23.0,F
24812,42.0,M
24813,17.0,M
24814,21.0,M
24815,39.0,M
24816,32.0,M
24817,34.0,F
24818,29.0,F
24819,23.0,F
24820,29.0,M
24821,29.0,F
24822,23.0,F
24823,38.0,M
24824,17.0,F
24825,21.0,F
24826,32.0,F
24827,17.0,M
24828,22.0,M
24829,18.0,F
24830,19.0,F
24831,17.0,M
24832,27.0,M
24833,35.0,F
24834,23.0,F
24835,24.0,M
24836,22.0,M
24837,42.0,F
24838,17.0,F
24839,26.0,M
24840,35.0,F
24841,17.0,F
24842,35.0,M
24843,19.0,F
24844,38.0,F
24845,20.0,M
24846,24.0,M
24847,22.0,F
24848,25.0,F
24849,24.0,M
24850,23.0,F
24851,17.0,F
24852,19.0,M
24853,22.0,M
24854,19.0,M
24855,18.0,M
24856,19.0,F
24857,19.0,F
24858,19.0,F
24859,18.0,M
24860,79.0,M
24861,23.0,M
24862,26.0,F
24863,45.0,F
24864,48.0,M
24865,48.0,F
24866,18.0,M
24867,20.0,F
24868,20.0,M
24869,19.0,M
24870,24.0,M
24871,17.0,M
24872,26.0,M
24873,24.0,F
24874,25.0,F
24875,18.0,F
24876,27.0,F
24877,20.0,M
24878,22.0,M
24879,49.0,M
24880,20.0,F
24881,21.0,F
24882,46.0,M
24883,22.0,M
24884,18.0,M
24885,48.0,F
24886,23.0,F
24887,40.0,F
24888,28.0,M
24889,22.0,F
24890,18.0,F
24891,18.0,M
24892,18.0,F
24893,24.0,M
24894,34.0,F
24895,17.0,F
24896,18.0,M
24897,24.0,M
24898,31.0,F
24899,33.0,M
24900,29.0,F
24901,39.0,F
24902,31.0,M
24903,18.0,M
24904,46.0,M
24905,35.0,M
24906,19.0,F
24907,32.0,F
24908,24.0,M
24909,19.0,M
24910,23.0,F
24911,19.0,F
24912,34.0,F
24913,36.0,F
24914,19.0,M
24915,30.0,M
24916,48.0,F
24917,20.0,M
24918,24.0,M
24919,19.0,F
24920,24.0,M
24921,29.0,F
24922,45.0,M
24923,43.0,M
24924,34.0,M
24925,24.0,F
24926,49.0,M
24927,33.0,F
24928,45.0,F
24929,20.0,M
24930,38.0,M
24931,20.0,M
24932,34.0,F
24933,44.0,F
24934,20.0,M
24935,18.0,M
24936,18.0,M
24937,73.0,F
24938,18.0,M
24939,22.0,F
24940,26.0,M
24941,19.0,M
24942,24.0,M
24943,24.0,F
24944,22.0,F
24945,22.0,F
24946,19.0,M
24947,28.0,M
24948,42.0,M
24949,35.0,F
24950,17.0,F
24951,18.0,M
24952,18.0,F
24953,24.0,F
24954,38.0,M
24955,19.0,F
24956,22.0,M
24957,22.0,F
24958,31.0,M
24959,20.0,M
24960,44.0,F
24961,24.0,M
24962,38.0,F
24963,34.0,F
24964,23.0,M
24965,19.0,F
24966,29.0,M
24967,18.0,F
24968,17.0,F
24969,40.0,F
24970,24.0,M
24971,19.0,F
24972,18.0,F
24973,23.0,M
24974,20.0,M
24975,24.0,M
24976,45.0,F
24977,17.0,F
24978,17.0,F
24979,45.0,M
24980,18.0,F
24981,19.0,F
24982,23.0,F
24983,49.0,F
24984,17.0,M
24985,17.0,F
24986,21.0,F
24987,20.0,M
24988,20.0,M
24989,22.0,M
24990,19.0,M
24991,21.0,M
24992,17.0,F
24993,33.0,M
24994,18.0,M
24995,24.0,F
24996,30.0,F
24997,46.0,F
24998,44.0,M
24999,24.0,F
25000,24.0,F
25001,50.0,M
25002,29.0,M
25003,18.0,F
25004,25.0,F
25005,20.0,M
25006,26.0,M
25007,27.0,F
25008,28.0,M
25009,39.0,M
25010,18.0,M
25011,19.0,F
25012,46.0,F
25013,17.0,F
25014,41.0,F
25015,38.0,F
25016,36.0,M
25017,22.0,M
25018,17.0,M
25019,24.0,F
25020,21.0,M
25021,21.0,F
25022,19.0,F
25023,32.0,M
25024,20.0,M
25025,20.0,F
25026,22.0,M
25027,20.0,F
25028,35.0,M
25029,23.0,F
25030,23.0,M
25031,79.0,F
25032,23.0,F
25033,46.0,F
25034,22.0,F
25035,19.0,F
25036,18.0,M
25037,31.0,F
25038,30.0,F
25039,24.0,F
25040,23.0,F
25041,24.0,M
25042,21.0,F
25043,36.0,M
25044,19.0,F
25045,21.0,F
25046,23.0,F
25047,23.0,M
25048,21.0,M
25049,18.0,F
25050,17.0,F
25051,19.0,F
25052,23.0,F
25053,28.0,F
25054,29.0,M
25055,20.0,M
25056,50.0,M
25057,19.0,M
25058,22.0,M
25059,20.0,M
25060,24.0,M
25061,21.0,M
25062,23.0,F
25063,24.0,F
25064,18.0,M
25065,19.0,M
25066,40.0,M
25067,22.0,F
25068,25.0,F
25069,19.0,F
25070,23.0,F
25071,26.0,M
25072,17.0,F
25073,33.0,M
25074,24.0,F
25075,36.0,M
25076,34.0,M
25077,17.0,M
25078,79.0,M
25079,24.0,M
25080,39.0,F
25081,28.0,F
25082,18.0,F
25083,25.0,F
25084,38.0,M
25085,19.0,M
25086,20.0,F
25087,24.0,F
25088,44.0,M
25089,19.0,M
25090,19.0,F
25091,47.0,M
25092,20.0,F
25093,19.0,M
25094,17.0,M
25095,28.0,F
25096,32.0,M
25097,44.0,M
25098,45.0,F
25099,29.0,F
25100,24.0,M
25101,104.0,F
25102,24.0,M
25103,29.0,M
25104,23.0,F
25105,25.0,M
25106,48.0,M
25107,26.0,F
25108,21.0,F
25109,42.0,F
25110,24.0,F
25111,17.0,F
25112,40.0,M
25113,17.0,M
25114,24.0,F
25115,25.0,F
25116,24.0,F
25117,22.0,F
25118,45.0,F
25119,18.0,F
25120,24.0,M
25121,21.0,M
25122,23.0,M
25123,26.0,M
25124,17.0,F
25125,76.0,M
25126,26.0,M
25127,24.0,M
25128,22.0,F
25129,24.0,F
25130,21.0,F
25131,22.0,F
25132,18.0,M
25133,18.0,F
25134,22.0,M
25135,18.0,F
25136,23.0,F
25137,23.0,M
25138,17.0,F
25139,24.0,M
25140,24.0,F
25141,42.0,M
25142,24.0,M
25143,23.0,F
25144,17.0,F
25145,23.0,F
25146,24.0,F
25147,19.0,M
25148,18.0,M
25149,20.0,M
25150,36.0,M
25151,30.0,F
25152,24.0,F
25153,22.0,M
25154,18.0,F
25155,17.0,F
25156,32.0,M
25157,22.0,F
25158,26.0,M
25159,19.0,M
25160,71.0,M
25161,24.0,M
25162,50.0,M
25163,26.0,M
25164,20.0,M
25165,50.0,M
25166,71.0,F
25167,41.0,M
25168,31.0,M
25169,26.0,F
25170,21.0,M
25171,17.0,F
25172,45.0,F
25173,19.0,M
25174,19.0,F
25175,24.0,M
25176,22.0,M
25177,17.0,F
25178,28.0,F
25179,48.0,F
25180,26.0,F
25181,22.0,F
25182,19.0,F
25183,18.0,F
25184,21.0,F
25185,22.0,F
25186,19.0,F
25187,19.0,F
25188,21.0,M
25189,24.0,F
25190,42.0,F
25191,17.0,M
25192,20.0,F
25193,38.0,F
25194,22.0,M
25195,49.0,M
25196,21.0,F
25197,24.0,F
25198,21.0,M
25199,18.0,M
25200,48.0,F
25201,21.0,F
25202,26.0,F
25203,24.0,F
25204,36.0,F
25205,25.0,F
25206,24.0,M
25207,25.0,M
25208,22.0,F
25209,22.0,M
25210,17.0,M
25211,21.0,F
25212,21.0,F
25213,19.0,F
25214,17.0,M
25215,19.0,F
25216,33.0,M
25217,19.0,M
25218,19.0,M
25219,19.0,F
25220,39.0,F
25221,34.0,F
25222,34.0,M
25223,42.0,M
25224,25.0,M
25225,24.0,M
25226,25.0,F
25227,21.0,F
25228,24.0,F
25229,22.0,F
25230,23.0,M
25231,19.0,F
25232,43.0,F
25233,22.0,F
25234,19.0,F
25235,19.0,M
25236,24.0,M
25237,22.0,F
25238,44.0,F
25239,39.0,F
25240,19.0,M
25241,31.0,F
25242,19.0,F
25243,24.0,F
25244,40.0,F
25245,25.0,M
25246,33.0,M
25247,20.0,F
25248,25.0,M
25249,29.0,M
25250,24.0,M
25251,29.0,M
25252,37.0,M
25253,47.0,F
25254,22.0,F
25255,19.0,M
25256,25.0,M
25257,19.0,M
25258,20.0,M
25259,25.0,F
25260,24.0,F
25261,26.0,F
25262,46.0,F
25263,21.0,F
25264,35.0,F
25265,20.0,M
25266,24.0,M
25267,19.0,M
25268,29.0,M
25269,21.0,M
25270,24.0,F
25271,19.0,M
25272,24.0,M
25273,18.0,F
25274,37.0,F
25275,20.0,M
25276,18.0,F
25277,34.0,M
25278,35.0,M
25279,42.0,M
25280,45.0,M
25281,34.0,F
25282,45.0,M
25283,23.0,M
25284,24.0,M
25285,22.0,F
25286,40.0,M
25287,22.0,M
25288,35.0,F
25289,21.0,F
25290,38.0,M
25291,41.0,F
25292,23.0,F
25293,19.0,F
25294,20.0,F
25295,44.0,M
25296,22.0,M
25297,24.0,M
25298,20.0,M
25299,25.0,F
25300,24.0,F
25301,25.0,F
25302,19.0,M
25303,24.0,F
25304,34.0,F
25305,18.0,F
25306,22.0,F
25307,23.0,M
25308,24.0,F
25309,24.0,M
25310,22.0,M
25311,21.0,M
25312,23.0,M
25313,32.0,F
25314,26.0,M
25315,21.0,F
25316,32.0,F
25317,24.0,F
25318,19.0,M
25319,39.0,F
25320,18.0,F
25321,24.0,F
25322,19.0,F
25323,41.0,F
25324,26.0,F
25325,22.0,M
25326,31.0,F
25327,41.0,M
25328,24.0,F
25329,22.0,F
25330,22.0,F
25331,33.0,M
25332,18.0,M
25333,21.0,F
25334,24.0,F
25335,28.0,M
25336,39.0,F
25337,20.0,F
25338,19.0,M
25339,19.0,F
25340,22.0,F
25341,23.0,M
25342,19.0,F
25343,23.0,M
25344,24.0,M
25345,40.0,M
25346,23.0,F
25347,33.0,M
25348,24.0,F
25349,25.0,M
25350,27.0,F
25351,24.0,M
25352,42.0,M
25353,35.0,M
25354,43.0,M
25355,20.0,M
25356,18.0,M
25357,21.0,M
25358,23.0,M
25359,38.0,F
25360,24.0,M
25361,23.0,M
25362,18.0,F
25363,39.0,F
25364,33.0,F
25365,20.0,F
25366,22.0,M
25367,19.0,M
25368,18.0,F
25369,33.0,F
25370,49.0,M
25371,32.0,M
25372,25.0,M
25373,24.0,M
25374,21.0,F
25375,35.0,M
25376,24.0,M
25377,50.0,F
25378,40.0,F
25379,19.0,M
25380,40.0,M
25381,17.0,M
25382,17.0,F
25383,21.0,F
25384,46.0,F
25385,24.0,F
25386,26.0,M
25387,40.0,M
25388,20.0,M
25389,25.0,M
25390,40.0,F
25391,21.0,M
25392,22.0,F
25393,36.0,F
25394,31.0,F
25395,26.0,F
25396,18.0,F
25397,26.0,F
25398,43.0,M
25399,35.0,M
25400,19.0,M
25401,29.0,F
25402,26.0,F
25403,20.0,M
